word,count
发展,125
建设,102
经济,68
加强,68
改革,66
坚持,58
工作,57
增加,52
企业,52
政府,47
实施,44
五年,43
积极,42
继续,39
我们,38
提高,38
农村,38
支持,37
国家,36
推进,34
社会,32
促进,31
进一步,31
全国,30
加快,30
制度,29
农业,29
管理,28
就业,27
亿元,26
问题,26
重要,24
教育,24
稳定,24
市场,24
完善,24
努力,24
政策,23
社会主义,23
深化,23
投资,22
进行,22
我国,22
地区,22
科技,22
建立,22
农民,22
国有企业,21
实行,21
生活,21
取得,20
重大,20
改善,20
合作,20
基本,20
扩大,20
实现,19
调整,19
增长,19
增强,19
投入,19
加大,19
措施,19
重点,19
得到,19
环境,19
解决,19
不断,18
国际,18
体系,18
保护,18
人民,18
做好,18
国务院,17
结构,17
水平,17
体制改革,17
全面,17
同时,17
产业,16
一批,16
技术,16
工程,15
战略,15
力度,15
作用,15
规范,15
开展,15
社会保障,15
维护,15
国内,14
方面,14
行政,14
群众,14
地方,14
鼓励,14
困难,13
现代化,13
结构调整,13
基础设施,13
国有,13
逐步,13
方针,13
生产,13
主要,12
质量,12
特别,12
资金,12
关系,12
开发,12
安全,12
基础,12
事业,12
研究,12
条件,12
协调,12
采取,12
现代,11
效益,11
中国,11
城市,11
西部,11
市场经济,11
消费,11
部门,11
各级,11
坚决,11
民族,11
情况,11
需求,11
切实,11
经济增长,10
万亿元,10
粮食,10
形成,10
项目,10
通过,10
财政,10
有力,10
领域,10
方式,10
精神文明,10
认真,10
国防,10
大力,10
保持,10
行业,10
今年,9
世界,9
持续,9
长期,9
进展,9
退耕还林,9
资源,9
城乡,9
发挥,9
服务,9
要求,9
中央,9
试点,9
提供,9
贯彻,9
各类,9
依法,9
几年,9
统一,9
制定,9
人才,9
代表,8
国民经济,8
步伐,8
明显,8
转变,8
高新技术,8
服务业,8
大幅度,8
亿美元,8
完成,8
国债,8
带动,8
综合,8
治理,8
文化,8
体制,8
保障,8
对外开放,8
创新,8
任务,8
军队,8
必须,8
人员,8
这些,8
经营,8
机构,8
计划生育,8
提出,7
突出,7
各族人民,7
能力,7
竞争力,7
显著,7
初步,7
很大,7
转移,7
人口,7
城镇,7
出口,7
产业化,7
收入,7
有效,7
祖国,7
两个,7
计划,7
财政政策,7
货币政策,7
防止,7
贷款,7
用于,7
着力,7
引导,7
按照,7
扶贫,7
搞好,7
反对,7
各位,6
以来,6
职工,6
平均,6
每年,6
工业,6
改造,6
规模,6
设施,6
万公里,6
公里,6
生态,6
环境保护,6
进入,6
流通,6
整顿,6
秩序,6
金融,6
银行,6
实际,6
万人,6
不断加强,6
政治,6
监督,6
强化,6
活动,6
精神,6
斗争,6
人均,6
减少,6
一个,6
交流,6
变化,6
繁荣,6
把握,6
宏观调控,6
稳健,6
确保,6
减轻,6
技术改造,6
农民收入,6
根据,6
审批,6
自身,6
三农,6
作为,6
一系列,6
各种,6
作风,6
会议,5
本届,5
胜利,5
开始,5
迈出,5
成效,5
农产品,5
累计,5
实力,5
建成,5
价格,5
公路,5
继续加强,5
财税,5
总体,5
经济体制,5
所有制,5
多种,5
形式,5
目标,5
劳动力,5
专项,5
投融资,5
管理体制,5
清理,5
失业,5
高技术,5
科学,5
科技成果,5
知识产权,5
重视,5
民主,5
自治,5
推行,5
依法行政,5
进程,5
思想,5
深入开展,5
体育,5
香港,5
澳门,5
势力,5
两岸,5
局面,5
始终,5
经验,5
正确,5
方向,5
扩大内需,5
可以,5
生产能力,5
使用,5
生态环境,5
机关,5
为主,5
关键,5
速度,5
一是,5
二是,5
自主,5
三是,5
四是,5
根本,5
巩固,5
区域,5
收购,5
一项,5
保证,5
切实加强,5
首先,5
共同,5
科研机构,5
规划,5
公务员,5
一些,5
政府职能,5
行为,5
过去,4
大量,4
下岗,4
领导,4
改革开放,4
经济社会,4
供给,4
发行,4
其他,4
力量,4
明显增强,4
因素,4
总和,4
支付,4
中西部,4
万公顷,4
土地,4
降低,4
公有制,4
取得成效,4
优势,4
中小企业,4
不断扩大,4
市场化,4
程度,4
先后,4
旅游,4
整治,4
保险,4
组织,4
