word,count
发展,96
建设,88
加强,79
农村,64
工作,57
推进,57
改革,46
加快,45
社会,44
亿元,44
企业,42
重点,40
完善,38
制度,38
继续,36
增加,32
政策,31
政府,30
问题,30
经济,28
教育,27
投资,26
提高,25
积极,25
地区,24
支持,24
国家,24
今年,24
就业,23
节能,23
体系,22
安全,22
促进,22
扩大,22
文化,21
解决,21
进一步,20
事业,20
农业,20
规范,20
管理,19
环保,19
坚持,19
实施,18
全国,18
人民,18
中央财政,18
农民,18
建立,18
取得,17
增长,17
社会主义,17
重大,17
重要,17
工程,17
基本,17
上年,16
深化,16
生活,16
收入,16
加大,16
行业,15
保障,15
稳定,15
实现,14
改善,14
目标,14
用于,14
生产,14
依法,14
安排,14
标准,14
服务,14
落实,14
水平,13
全面,13
控制,13
用地,13
制定,13
自主,13
群众,13
投入,13
地方,13
消费,13
健全,13
规划,12
规模,12
创新,12
我们,12
结构,12
综合,12
关系,12
优化,12
科学,12
做好,12
机制,12
引导,12
突出,11
市场,11
社会保障,11
体制改革,11
义务教育,11
城乡,11
城市,11
努力,11
特别,11
认真落实,11
科技,10
措施,10
土地,10
财政,10
着力,10
调整,10
支出,10
维护,10
更加,10
保护,10
开发,10
去年,10
产业,10
合理,10
领域,9
得到,9
增强,9
信贷,9
中央,9
范围,9
粮食,9
实行,9
条件,9
政策措施,9
方面,9
试点,9
一些,9
补助,9
资金,9
人员,9
基金,9
切实,9
鼓励,9
国务院,8
提出,8
我国,8
稳步,8
万人,8
主要,8
调控,8
项目,8
房地产,8
监管,8
补贴,8
最低,8
基础设施,8
农民工,8
减排,8
体制,8
学校,8
服务体系,8
行政,8
民族,8
经济社会,8
二是,8
必须,8
高于,8
大力,8
力度,8
抓紧,8
十一五,7
国内,7
生产总值,7
经济增长,7
工业,7
直接,7
监督,7
三农,7
历史,7
基础,7
专项,7
落后,7
作用,7
污染,7
区域,7
整顿,7
家庭,7
治理,7
就是,7
中国,7
存在,7
矛盾,7
方式,7
三是,7
和谐社会,7
资源,7
节约,7
预算,7
金融,7
报告,6
分别,6
宏观调控,6
采取,6
违法,6
逐步,6
转移,6
情况,6
万吨,6
人口,6
减少,6
开展,6
产能,6
淘汰,6
一批,6
责任制,6
西部,6
基地,6
国有企业,6
出口,6
银行,6
合作,6
技术,6
覆盖,6
救助,6
困难,6
保险,6
使用,6
转变,6
基层,6
和谐,6
一是,6
协调,6
指标,6
具有,6
四是,6
任务,6
构建,6
抓好,6
超收,6
接受,6
强化,6
有效,6
严格,6
坚决,6
非公有制,6
国民经济,5
价格,5
没有,5
明显,5
实际,5
城镇,5
行为,5
税收,5
固定资产,5
全年,5
农产品,5
三年,5
工资,5
培训,5
合法权益,5
装备,5
新型,5
过剩,5
生产能力,5
发挥,5
节能降耗,5
整治,5
成果,5
开放,5
集体,5
进行,5
股份制,5
完成,5
市场秩序,5
产品,5
服务业,5
研究,5
学生,5
免费,5
医疗,5
社区,5
设施,5
不断,5
扶持,5
保障制度,5
各类,5
长期,5
草案,5
关心,5
平衡,5
推动,5
部门,5
严格执行,5
两个,5
环境保护,5
优化结构,5
保护环境,5
保持,5
运用,5
质量,5
集约,5
放在,5
能力,5
适当,5
政策性,5
财税,5
各级,5
改造,5
经营,5
巩固,5
组织,5
公平,5
职业,5
2006,4
一年,4
连续,4
以上,4
改革开放,4
新进展,4
公共卫生,4
新增,4
因素,4
这些,4
及时,4
严肃查处,4
贷款,4
支付,4
道路,4
饮水,4
拖欠,4
结构调整,4
振兴,4
制造业,4
制造,4
启动,4
部分,4
全部,4
防治,4
总体,4
部署,4
国有,4
深入,4
分配,4
高耗能,4
高污染,4
对外,4
大力发展,4
大型,4
经费,4
现代,4
中西部,4
医疗卫生,4
已经,4
农村卫生,4
相应,4
进展,4
乡镇,4
体育,4
失业,4
各地,4
社会保险,4
这个,4
民主,4
政治,4
法律,4
认真贯彻,4
治安,4
涉及,4
工作人员,4
现代化,4
特色,4
以及,4
不少,4
状况,4
增收,4
单位,4
群众利益,4
住房,4
改制,4
各项,4
环境,4
各项政策,4
决策,4
注重,4
同时,4
破产,4
有利于,4
改进,4
需求,4
可以,4
最低工资,4
能源,4
模式,4
二要,4
增量,4
三要,4
四要,4
尊重,4
权益,4
关闭,4
搞好,4
禁止,4
每个,4
产业结构,4
先进,4
人才,4
给予,4
农村金融,4
2007,3
大会,3
代表,3
审议,3
良好,3
居民消费,3
进出口,3
体育事业,3
繁荣,3
迈出,3
经济运行,3
过快,3
货币,3
投放,3
外贸顺差,3
违规,3
金融机构,3
新上,3
市场准入,3
增幅,3
防止,3
转为,3
县乡,3
水利,3
电力,3
通信,3
劳动,3
关键,3
技术装备,3
机组,3
设备,3
煤炭,3
计划,3
全局,3
开工,3
普遍,3
处理,3
健康,3
扎实,3
秩序,3
战略,3
东北地区,3
中部,3
推进改革,3
国有资产,3
外汇,3
公务员,3
对外贸易,3
加工,3
贸易,3
对外开放,3
法规,3
卫生,3
纲要,3
突破,3
创新能力,3
优先发展,3
免除,3
阶段,3
万名,3
学杂费,3
两基,3
中小学,3
中等职业,3
高等教育,3
救治,3
合作医疗,3
艾滋病,3
防控,3
尤其,3
信息,3
文化产业,3
全民,3
广泛开展,3
继续加强,3
多渠道,3
覆盖面,3
监督管理,3
低保,3
民主法制,3
立法,3
所得税法,3
信访工作,3
社会治安,3
及其,3
宗教,3
坚定不移,3
表示,3
诚挚,3
感谢,3
广大,3
仍然,3
持续,3
国际收支,3
作为,3
对于,3
能耗,3
污染物,3
总量,3
左右,3
一个,3
发展观,3
创造,3
增长速度,3
预期,3
一定,3
多种,3
以下,3
稳健,3
财政政策,3
货币政策,3
根据,3
更多地,3
充分发挥,3
效益,3
竞争力,3
五是,3
要求,3
500,3
确保,3
纳入,3
缓解,3
形成,3
方针,3
建立健全,3
责任,3
房地产业,3
特点,3
市场监管,3
现代农业,3
加工业,3
培养,3
公共财政,3
生态环境,3
管理制度,3
成为,3
升级,3
高新技术,3
原材料,3
转型,3
举措,3
能够,3
参与,3
办学,3
境外,3
办好,3
传染病,3
通过,3
生育,3
防范,3
稳妥,3
执法,3
贯彻,3
国有资本,3
资本,3
新华社,2
北京,2
第十届,2
全国人民代表大会,2
第五次,2
会议,2
总理,2
温家宝,2
各位,2
现在,2
意见,2
万亿元,2
上涨,2
四年,2
达到,2
关键环节,2
较大,2
城镇居民,2
人均,2
成就,2
小康社会,2
过多,2
过大,2
上调,2
人民币,2
调节,2
审核,2
检查,2
回落,2
偏快,2
避免,2
工作力度,2
多年,2
种粮,2
良种,2
农机具,2
购置,2
生产资料,2
品种,2
收购价,2
财政困难,2
产粮,2
大县,2
自然灾害,2
增产,2
沼气,2
扶贫开发,2
贫困人口,2
火电,2
自主化,2
钢铁,2
水泥,2
下降,2
电解铝,2
亿吨,2
建成,2
重视,2
循环,2
三峡库区,2
松花江,2
南水北调,2
水源,2
沿线,2
渤海,2
流域,2
燃煤,2
排污,2
行动,2
生态,2
矿产资源,2
阶段性,2
开始,2
东部,2
林权,2
邮政,2
商业银行,2
步伐,2
信用社,2
上市公司,2
基础性,2
保险业,2
工资制度,2
深入开展,2
退税,2
进口,2
利用外资,2
电信,2
各国,2
履行,2
经济体制,2
中长期,2
相关,2
移动,2
优质,2
关键技术,2
贫困家庭,2
提供,2
教科书,2
寄宿,2
生活费,2
普及,2
攻坚,2
已有,2
2003,2
建设工程,2
远程教育,2
80%,2
中小学生,2
共享,2
招生,2
总数,2
功能,2
疾病,2
预防,2
国债资金,2
三级,2
新型农村,2
参加,2
财政支出,2
大幅度提高,2
新闻出版,2
广播,2
影视,2
文学艺术,2
哲学,2
社会科学,2
广播电视,2
村村通,2
行政村,2
文化站,2
资源共享,2
活动,2
竞技,2
下岗,2
时间,2
工程款,2
这项,2
其中,2
职工基本,2
养老保险,2
做实,2
个人账户,2
慈善事业,2
不同,2
程度,2
享受,2
互助,2
为主,2
流浪,2
未成年人,2
优抚对象,2
抚恤,2
112,2
大中型,2
水库,2
征地,2
补偿,2
移民,2
对象,2
抗灾救灾,2
救灾,2
受灾,2
提请,2
应对,2
修订,2
条例,2
依法行政,2
监察,2
审计,2
司法,2
集中,2
混乱,2
成效,2
商业,2
惩处,2
侨务工作,2
最终,2
正确,2
领导,2
结果,2
民主党派,2
人民团体,2
同胞,2
改变,2
依然,2
流动性,2
能源消耗,2
约束性,2
十分,2
意义,2
1.2%,2
排放,2
确定,2
需要,2
一件,2
全国人大,2
五年,2
收费,2
居民,2
满意,2
征收,2
征用,2
房屋,2
拆迁,2
损害,2
根本,2
低收入,2
职责,2
形式主义,2
精神,2
有力,2
更好,2
指导,2
考虑,2
提高效益,2
8%,2
以内,2
物价,2
着重,2
市场经济,2
宏观经济,2
由于,2
可能,2
差距,2
原则,2
落实政策,2
连续性,2
稳定性,2
真正,2
法律手段,2
正确处理,2
积极性,2
节约能源,2
位置,2
利益,2
公平正义,2
适应,2
财政赤字,2
国债,2
100,2
预算内,2
退耕还林,2
法定,2
设立,2
中央预算,2
财政管理,2
反对,2
征管,2
非税,2
限制,2
市场化,2
渠道,2
城乡居民,2
小时,2
执行,2
培育,2
旅游,2
适度,2
是从,2
出发,2
建筑,2
