word,count
发展,124
建设,100
加强,81
改革,64
工作,62
经济,52
推进,49
社会,45
加快,45
政府,42
继续,42
农村,36
问题,34
企业,34
我们,33
支持,33
进一步,31
完善,31
积极,30
地区,29
坚持,29
稳定,27
重点,27
提高,27
制度,27
促进,25
市场,25
国家,24
体系,24
解决,23
人民,23
农业,22
全面,20
做好,20
粮食,19
农民,19
实行,19
增加,19
规范,19
管理,19
加大,19
社会主义,18
亿元,18
维护,18
重要,17
投资,17
重大,17
经济社会,17
实施,17
机制,17
行政,16
增长,16
政策,16
依法,16
文化,16
安全,16
必须,16
事业,15
主要,15
增强,15
方面,15
生产,15
开发,15
扩大,15
建立,15
群众,15
方式,15
今年,15
和平,15
创新,14
取得,14
宏观调控,14
就业,14
措施,14
制定,14
关系,14
深化,14
战略,14
科技,14
基本,14
我国,13
保持,13
世界,13
力度,13
科学,13
推动,13
能力,13
现代化,12
目标,12
控制,12
体制,12
注重,12
协调,12
研究,12
努力,12
水平,12
资源,12
合理,12
服务,12
鼓励,12
一年,11
全国,11
经济运行,11
突出,11
生活,11
改善,11
价格,11
保障,11
教育,11
减少,11
军队,11
国际,11
消费,11
环境,11
抓紧,11
国务院,10
实现,10
特别,10
投入,10
中央财政,10
行业,10
基地,10
体制改革,10
保护,10
领域,10
合作,10
基础,10
更加,10
地方,10
资金,10
中国,10
切实,10
产业,10
思想,9
着力,9
对外开放,9
直接,9
工业,9
试点,9
各级,9
城市,9
部门,9
改进,9
发展观,9
金融,9
引导,9
大力发展,9
一些,8
综合,8
预期,8
道路,8
农业税,8
全局,8
作用,8
审批,8
严格,8
项目,8
能源,8
西部,8
需要,8
经济体制,8
国有企业,8
监管,8
坚决,8
安排,8
各项,8
基础设施,8
技术,8
认真,8
各种,8
中央,8
搞好,8
信贷,7
城镇,7
新增,7
收入,7
补贴,7
部分,7
同时,7
结构调整,7
土地,7
两个,7
整顿,7
各类,7
振兴,7
流通,7
活动,7
合法权益,7
任务,7
矛盾,7
国防,7
各国,7
更好,7
持续,7
结构,7
监督,7
共同,7
机构,7
非公有制,7
代表,6
领导,6
按照,6
平稳,6
健康,6
得到,6
国内,6
上年,6
采取,6
取消,6
全年,6
支出,6
资本,6
阶段,6
国有,6
贯彻,6
区域,6
利用,6
基层,6
高新技术,6
义务教育,6
学生,6
预防,6
医疗,6
专项,6
发挥,6
政治,6
条件,6
放在,6
自身,6
转变,6
认真贯彻,6
和谐社会,6
稳健,6
长期,6
有利于,6
技术改造,6
现代,6
大力,6
人才,6
各位,5
固定资产,5
及时,5
作出,5
有力,5
影响,5
这些,5
政策措施,5
增产,5
减免,5
用于,5
清理,5
商业银行,5
新进展,5
调整,5
治理,5
工程,5
调节,5
全部,5
开展,5
卫生,5
组织,5
进行,5
成果,5
社会保障,5
群众利益,5
民主,5
健全,5
依法行政,5
法治,5
民族,5
经济增长,5
统筹,5
指导,5
改革开放,5
调控,5
开放,5
其他,5
充分发挥,5
优势,5
不能,5
力量,5
精神,5
要求,5
